Datetime,Year,Month,Day,Mean Temp (C),Max Temp (C),Min Temp (C),Total Rain (mm),Total Snow (cm),Total Precip (mm),season
26-Jul-13,"2,013",7,26,19,24,14,0,0,0,Summer
25-Jul-13,"2,013",7,25,18,23,13,0,0,0,Summer
24-Jul-13,"2,013",7,24,17,22,13,0,0,0,Summer
23-Jul-13,"2,013",7,23,22,29,16,0,0,0,Summer
22-Jul-13,"2,013",7,22,20,24,16,0,0,0,Summer
21-Jul-13,"2,013",7,21,19,23,16,0,0,0,Summer
20-Jul-13,"2,013",7,20,24,29,19,2,0,2,Summer
19-Jul-13,"2,013",7,19,28,35,21,9,0,9,Summer
18-Jul-13,"2,013",7,18,29,34,24,0,0,0,Summer
17-Jul-13,"2,013",7,17,30,35,24,0,0,0,Summer
16-Jul-13,"2,013",7,16,27,33,22,0,0,0,Summer
15-Jul-13,"2,013",7,15,27,31,22,0,0,0,Summer
14-Jul-13,"2,013",7,14,25,30,19,0,0,0,Summer
13-Jul-13,"2,013",7,13,22,27,16,0,0,0,Summer
12-Jul-13,"2,013",7,12,20,25,15,0,0,0,Summer
11-Jul-13,"2,013",7,11,21,25,16,0,0,0,Summer
10-Jul-13,"2,013",7,10,,,,,,,Summer
09-Jul-13,"2,013",7,9,23,25,20,1,0,1,Summer
08-Jul-13,"2,013",7,8,24,29,20,126,0,126,Summer
07-Jul-13,"2,013",7,7,24,28,21,27,0,27,Summer
06-Jul-13,"2,013",7,6,24,29,19,0,0,0,Summer
05-Jul-13,"2,013",7,5,,,,,,,Summer
04-Jul-13,"2,013",7,4,24,28,21,3,0,3,Summer
03-Jul-13,"2,013",7,3,22,27,18,1,0,1,Summer
02-Jul-13,"2,013",7,2,20,23,17,0,0,0,Summer
01-Jul-13,"2,013",7,1,20,24,16,0,0,0,Summer
01-Jul-12,2012,7,1,24.3,30,18.6,100,0,100,Summer
01-Jul-11,2011,7,1,24.4,30.1,18.6,32.4,0,32.4,Summer
01-Jul-10,2010,7,1,23.3,28.5,18,89.6,0,89.6,Summer
01-Jul-09,2009,7,1,19.2,24.2,14.2,84.8,0,84.8,Summer
01-Jul-08,2008,7,1,21.5,26.6,16.4,193.2,0,193.2,Summer
01-Jul-07,2007,7,1,21.3,27,15.6,47.4,0,47.4,Summer
01-Jul-06,2006,7,1,23.4,28.6,18.2,105.2,0,105.2,Summer
01-Jul-05,2005,7,1,24.1,29.9,18.3,20.4,0,20.4,Summer
01-Jul-04,2004,7,1,20.7,25.2,16.1,119.8,0,119.8,Summer
01-Jul-03,2003,7,1,21.8,27.1,16.5,66.2,0,66.2,Summer
01-Jul-02,2002,7,1,24.2,30.1,18.3,59,0,59,Summer
01-Jul-01,2001,7,1,21,26.2,15.6,34,0,34,Summer
01-Jul-00,2000,7,1,20.1,24.9,15.2,33.8,0,33.8,Summer
01-Jul-99,1999,7,1,24.3,30,18.6,44.4,0,44.4,Summer
01-Jul-98,1998,7,1,21.2,27,15.4,45.4,0,45.4,Summer
01-Jul-97,1997,7,1,20.9,26.8,15,30,0,30,Summer
01-Jul-96,1996,7,1,19.6,24.8,14.3,97.4,0,97.4,Summer
01-Jul-95,1995,7,1,21.9,27.4,16.3,55.4,0,55.4,Summer
01-Jul-94,1994,7,1,21.5,27.3,15.7,83,0,83,Summer
01-Jul-93,1993,7,1,21.7,27.2,16,87.7,0,87.7,Summer
01-Jul-92,1992,7,1,18,22.9,13.1,134.5,0,134.5,Summer
01-Jul-91,1991,7,1,21.7,27.5,15.8,91,0,91,Summer
01-Jul-90,1990,7,1,20.9,26.6,15.1,68.4,0,68.4,Summer
01-Jul-89,1989,7,1,21.5,27.7,15.2,70.4,0,70.4,Summer
01-Jul-88,1988,7,1,22.9,29.7,16.1,109.7,0,109.7,Summer
01-Jul-87,1987,7,1,22.5,27.9,17.1,108.1,0,108.1,Summer
01-Jul-86,1986,7,1,21,26.4,15.6,122.3,0,122.3,Summer
01-Jul-85,1985,7,1,19.6,25.5,13.6,91.5,0,91.5,Summer
01-Jul-84,1984,7,1,19.8,25.9,13.6,63.3,0,63.3,Summer
01-Jul-83,1983,7,1,22.3,29,15.6,18.3,0,18.3,Summer
01-Jul-82,1982,7,1,20.9,27.4,14.4,31.1,0,31.1,Summer
01-Jul-81,1981,7,1,20.6,26.8,14.4,66.6,0,66.6,Summer
01-Jul-80,1980,7,1,20.4,26.3,14.5,182.3,0,182.3,Summer
01-Jul-79,1979,7,1,20.5,26.9,14,68,0,68,Summer
01-Jul-78,1978,7,1,20.4,27.3,13.5,42.5,0,42.5,Summer
01-Jul-77,1977,7,1,20.5,26.3,14.6,118.5,0,118.5,Summer
01-Jul-76,1976,7,1,18.6,24.3,12.9,81.8,0,81.8,Summer
01-Jul-75,1975,7,1,21.6,28.3,14.9,51.3,0,51.3,Summer
01-Jul-74,1974,7,1,20.3,26.7,13.9,58.7,0,58.7,Summer
01-Jul-73,1973,7,1,20.8,27.3,14.2,62.5,0,62.5,Summer
01-Jul-72,1972,7,1,19.8,26.2,13.3,34.5,0,34.5,Summer
01-Jul-71,1971,7,1,19,25.5,12.4,78.5,0,78.5,Summer
01-Jul-70,1970,7,1,20.6,26.6,14.6,113.5,0,113.5,Summer
01-Jul-69,1969,7,1,20.1,26.4,13.8,107.4,0,107.4,Summer
01-Jul-68,1968,7,1,19.5,26.3,12.6,58.2,0,58.2,Summer
01-Jul-67,1967,7,1,18.9,24.5,13.3,65,0,65,Summer
01-Jul-66,1966,7,1,21.3,28.7,13.8,15,0,15,Summer
01-Jul-65,1965,7,1,17.3,24,10.6,63.5,0,63.5,Summer
01-Jul-64,1964,7,1,21.1,27.3,14.9,101.6,0,101.6,Summer
01-Jul-63,1963,7,1,21.4,27.9,14.9,73.7,0,73.7,Summer
01-Jul-62,1962,7,1,19.8,25.9,13.6,90.7,0,90.7,Summer
01-Jul-61,1961,7,1,21.1,26.9,15.3,80.5,0,80.5,Summer
01-Jul-60,1960,7,1,20.3,26.4,14.2,103.9,0,103.9,Summer
01-Jul-59,1959,7,1,22.3,28.9,15.7,27.7,0,27.7,Summer
01-Jul-58,1958,7,1,21.2,26.7,15.6,58.4,0,58.4,Summer
01-Jul-57,1957,7,1,21.1,27.3,14.8,11.4,0,11.4,Summer
01-Jul-56,1956,7,1,19.4,24.7,14.1,108,0,108,Summer
01-Jul-55,1955,7,1,24.2,31,17.4,34.8,0,34.8,Summer
01-Jul-54,1954,7,1,20.1,26.8,13.4,18.3,0,18.3,Summer
01-Jul-53,1953,7,1,21.2,27.2,15.1,71.9,0,71.9,Summer
01-Jul-52,1952,7,1,22.8,29.2,16.3,68.8,0,68.8,Summer
01-Jul-51,1951,7,1,21,26.9,15,90.4,0,90.4,Summer
01-Jul-50,1950,7,1,19.9,26.1,13.6,116.3,0,116.3,Summer
01-Jul-49,1949,7,1,22.6,28.6,16.6,61.5,0,61.5,Summer
01-Jul-48,1948,7,1,21,27.6,14.3,51.3,0,51.3,Summer
01-Jul-47,1947,7,1,20.3,25.7,14.8,103.1,0,103.1,Summer
01-Jul-46,1946,7,1,20.4,27.6,13.2,79.2,0,79.2,Summer
01-Jul-45,1945,7,1,19.7,25.6,13.7,118.1,0,118.1,Summer
01-Jul-44,1944,7,1,21,27.4,14.5,90.2,0,90.2,Summer
01-Jul-43,1943,7,1,21,27.1,14.8,86.6,0,86.6,Summer
01-Jul-42,1942,7,1,20.2,26.7,13.7,110,0,110,Summer
01-Jul-41,1941,7,1,21.5,27.7,15.3,68.1,0,68.1,Summer
01-Jul-40,1940,7,1,20.5,26.6,14.3,70.9,0,70.9,Summer
01-Jul-39,1939,7,1,20.9,28.2,13.5,39.4,0,39.4,Summer
01-Jul-38,1938,7,1,21.8,28.9,14.6,63.2,0,63.2,Summer
31-Aug-18,"2,018",8,31,20,23,16,0,0,0,Summer
30-Aug-18,"2,018",8,30,17,19,15,0,0,0,Summer
29-Aug-18,"2,018",8,29,23,29,17,0,0,0,Summer
28-Aug-18,"2,018",8,28,28,32,24,0,0,0,Summer
27-Aug-18,"2,018",8,27,24,29,20,1,0,1,Summer
26-Aug-18,"2,018",8,26,25,29,20,0,0,0,Summer
25-Aug-18,"2,018",8,25,23,26,20,18,0,18,Summer
24-Aug-18,"2,018",8,24,21,27,15,0,0,0,Summer
23-Aug-18,"2,018",8,23,21,27,15,0,0,0,Summer
22-Aug-18,"2,018",8,22,18,21,15,1,0,1,Summer
21-Aug-18,"2,018",8,21,23,26,20,26,0,26,Summer
20-Aug-18,"2,018",8,20,22,26,18,0,0,0,Summer
19-Aug-18,"2,018",8,19,21,25,17,0,0,0,Summer
18-Aug-18,"2,018",8,18,22,25,19,0,0,0,Summer
17-Aug-18,"2,018",8,17,25,29,21,15,0,15,Summer
16-Aug-18,"2,018",8,16,25,30,20,1,0,1,Summer
15-Aug-18,"2,018",8,15,26,31,20,0,0,0,Summer
14-Aug-18,"2,018",8,14,26,31,21,0,0,0,Summer
13-Aug-18,"2,018",8,13,23,27,19,0,0,0,Summer
12-Aug-18,"2,018",8,12,23,28,19,0,0,0,Summer
11-Aug-18,"2,018",8,11,21,27,15,4,0,4,Summer
10-Aug-18,"2,018",8,10,21,25,17,0,0,0,Summer
09-Aug-18,"2,018",8,9,23,30,17,2,0,2,Summer
08-Aug-18,"2,018",8,8,22,26,17,21,0,21,Summer
07-Aug-18,"2,018",8,7,24,28,21,6,0,6,Summer
06-Aug-18,"2,018",8,6,28,34,21,23,0,23,Summer
05-Aug-18,"2,018",8,5,27,35,19,0,0,0,Summer
04-Aug-18,"2,018",8,4,26,32,19,0,0,0,Summer
03-Aug-18,"2,018",8,3,25,29,20,0,0,0,Summer
02-Aug-18,"2,018",8,2,24,30,18,0,0,0,Summer
01-Aug-18,"2,018",8,1,24,27,20,1,0,1,Summer
31-Aug-17,"2,017",8,31,15,19,10,4,0,4,Summer
30-Aug-17,"2,017",8,30,19,25,13,0,0,0,Summer
29-Aug-17,"2,017",8,29,19,23,15,0,0,0,Summer
28-Aug-17,"2,017",8,28,19,23,16,0,0,0,Summer
27-Aug-17,"2,017",8,27,17,23,11,0,0,0,Summer
26-Aug-17,"2,017",8,26,16,22,10,0,0,0,Summer
25-Aug-17,"2,017",8,25,16,22,11,0,0,0,Summer
24-Aug-17,"2,017",8,24,16,20,11,0,0,0,Summer
23-Aug-17,"2,017",8,23,18,23,12,0,0,0,Summer
22-Aug-17,"2,017",8,22,20,26,14,8,0,8,Summer
21-Aug-17,"2,017",8,21,24,30,19,0,0,0,Summer
20-Aug-17,"2,017",8,20,22,29,16,0,0,0,Summer
19-Aug-17,"2,017",8,19,21,25,16,0,0,0,Summer
18-Aug-17,"2,017",8,18,23,27,20,0,0,0,Summer
17-Aug-17,"2,017",8,17,20,24,17,15,0,15,Summer
16-Aug-17,"2,017",8,16,20,24,16,0,0,0,Summer
15-Aug-17,"2,017",8,15,22,28,16,1,0,1,Summer
14-Aug-17,"2,017",8,14,21,26,17,0,0,0,Summer
13-Aug-17,"2,017",8,13,20,27,13,0,0,0,Summer
12-Aug-17,"2,017",8,12,21,26,16,0,0,0,Summer
11-Aug-17,"2,017",8,11,21,25,17,2,0,2,Summer
10-Aug-17,"2,017",8,10,22,27,18,0,0,0,Summer
09-Aug-17,"2,017",8,9,23,29,16,0,0,0,Summer
08-Aug-17,"2,017",8,8,20,26,13,0,0,0,Summer
07-Aug-17,"2,017",8,7,18,22,14,0,0,0,Summer
06-Aug-17,"2,017",8,6,19,26,12,0,0,0,Summer
05-Aug-17,"2,017",8,5,17,22,13,0,0,0,Summer
04-Aug-17,"2,017",8,4,21,26,16,30,0,30,Summer
03-Aug-17,"2,017",8,3,23,27,18,0,0,0,Summer
02-Aug-17,"2,017",8,2,24,30,19,0,0,0,Summer
01-Aug-17,"2,017",8,1,23,29,18,13,0,13,Summer
31-Aug-16,"2,016",8,31,23,29,17,0,0,0,Summer
30-Aug-16,"2,016",8,30,24,30,17,0,0,0,Summer
29-Aug-16,"2,016",8,29,23,28,18,0,0,0,Summer
28-Aug-16,"2,016",8,28,25,31,20,0,0,0,Summer
27-Aug-16,"2,016",8,27,22,27,16,0,0,0,Summer
26-Aug-16,"2,016",8,26,24,30,19,0,0,0,Summer
25-Aug-16,"2,016",8,25,26,31,22,15,0,15,Summer
24-Aug-16,"2,016",8,24,24,31,17,1,0,1,Summer
23-Aug-16,"2,016",8,23,22,29,15,0,0,0,Summer
22-Aug-16,"2,016",8,22,19,25,13,0,0,0,Summer
21-Aug-16,"2,016",8,21,22,27,17,1,0,1,Summer
20-Aug-16,"2,016",8,20,26,31,21,3,0,3,Summer
19-Aug-16,"2,016",8,19,24,30,19,0,0,0,Summer
18-Aug-16,"2,016",8,18,24,29,19,0,0,0,Summer
17-Aug-16,"2,016",8,17,22,28,16,0,0,0,Summer
16-Aug-16,"2,016",8,16,24,30,18,12,0,12,Summer
15-Aug-16,"2,016",8,15,22,27,18,0,0,0,Summer
14-Aug-16,"2,016",8,14,24,29,19,0,0,0,Summer
13-Aug-16,"2,016",8,13,26,30,22,28,0,28,Summer
12-Aug-16,"2,016",8,12,31,36,25,0,0,0,Summer
11-Aug-16,"2,016",8,11,28,34,22,0,0,0,Summer
10-Aug-16,"2,016",8,10,29,36,22,0,0,0,Summer
09-Aug-16,"2,016",8,9,25,32,17,0,0,0,Summer
08-Aug-16,"2,016",8,8,22,28,16,0,0,0,Summer
07-Aug-16,"2,016",8,7,23,29,18,0,0,0,Summer
06-Aug-16,"2,016",8,6,24,30,19,0,0,0,Summer
05-Aug-16,"2,016",8,5,28,34,22,0,0,0,Summer
04-Aug-16,"2,016",8,4,26,32,20,0,0,0,Summer
03-Aug-16,"2,016",8,3,24,29,19,0,0,0,Summer
02-Aug-16,"2,016",8,2,24,29,19,0,0,0,Summer
01-Aug-16,"2,016",8,1,24,28,19,7,0,7,Summer
31-Aug-15,"2,015",8,31,23,29,18,0,0,0,Summer
30-Aug-15,"2,015",8,30,22,26,18,0,0,0,Summer
29-Aug-15,"2,015",8,29,20,24,15,0,0,0,Summer
28-Aug-15,"2,015",8,28,17,23,11,0,0,0,Summer
27-Aug-15,"2,015",8,27,16,19,13,0,0,0,Summer
26-Aug-15,"2,015",8,26,17,20,14,0,0,0,Summer
25-Aug-15,"2,015",8,25,18,21,14,0,0,0,Summer
24-Aug-15,"2,015",8,24,20,24,16,,,,Summer
23-Aug-15,"2,015",8,23,19,24,13,0,0,0,Summer
22-Aug-15,"2,015",8,22,18,24,12,0,0,0,Summer
21-Aug-15,"2,015",8,21,19,23,15,0,0,0,Summer
20-Aug-15,"2,015",8,20,21,26,17,,,,Summer
19-Aug-15,"2,015",8,19,25,29,20,6,0,6,Summer
18-Aug-15,"2,015",8,18,24,27,21,0,0,0,Summer
17-Aug-15,"2,015",8,17,27,33,21,0,0,0,Summer
16-Aug-15,"2,015",8,16,25,31,19,0,0,0,Summer
15-Aug-15,"2,015",8,15,24,29,19,0,0,0,Summer
14-Aug-15,"2,015",8,14,24,27,20,3,0,3,Summer
13-Aug-15,"2,015",8,13,20,27,12,0,0,0,Summer
12-Aug-15,"2,015",8,12,19,24,15,0,0,0,Summer
11-Aug-15,"2,015",8,11,22,26,18,0,0,0,Summer
10-Aug-15,"2,015",8,10,19,23,15,36,0,36,Summer
09-Aug-15,"2,015",8,9,19,25,13,0,0,0,Summer
08-Aug-15,"2,015",8,8,20,24,16,0,0,0,Summer
07-Aug-15,"2,015",8,7,20,25,14,0,0,0,Summer
06-Aug-15,"2,015",8,6,19,24,13,,0,,Summer
05-Aug-15,"2,015",8,5,19,25,14,0,0,0,Summer
04-Aug-15,"2,015",8,4,22,27,17,1,0,1,Summer
03-Aug-15,"2,015",8,3,22,27,17,1,0,1,Summer
02-Aug-15,"2,015",8,2,23,30,16,14,0,14,Summer
01-Aug-15,"2,015",8,1,22,28,16,0,0,0,Summer
31-Aug-14,"2,014",8,31,25,30,19,0,0,0,Summer
30-Aug-14,"2,014",8,30,24,30,18,3,0,3,Summer
29-Aug-14,"2,014",8,29,17,23,12,0,0,0,Summer
28-Aug-14,"2,014",8,28,17,23,12,0,0,0,Summer
27-Aug-14,"2,014",8,27,19,26,12,0,0,0,Summer
26-Aug-14,"2,014",8,26,26,32,19,0,0,0,Summer
25-Aug-14,"2,014",8,25,22,28,16,0,0,0,Summer
24-Aug-14,"2,014",8,24,22,25,18,0,0,0,Summer
23-Aug-14,"2,014",8,23,21,23,18,0,0,0,Summer
22-Aug-14,"2,014",8,22,21,25,17,0,0,0,Summer
21-Aug-14,"2,014",8,21,23,27,18,0,0,0,Summer
20-Aug-14,"2,014",8,20,21,25,17,7,0,7,Summer
19-Aug-14,"2,014",8,19,18,23,12,0,0,0,Summer
18-Aug-14,"2,014",8,18,16,21,12,0,0,0,Summer
17-Aug-14,"2,014",8,17,19,24,14,0,0,0,Summer
16-Aug-14,"2,014",8,16,17,20,13,0,0,0,Summer
15-Aug-14,"2,014",8,15,18,23,12,0,0,0,Summer
14-Aug-14,"2,014",8,14,15,18,12,0,0,0,Summer
13-Aug-14,"2,014",8,13,18,22,13,0,0,0,Summer
12-Aug-14,"2,014",8,12,22,26,18,9,0,9,Summer
11-Aug-14,"2,014",8,11,23,28,18,14,0,14,Summer
10-Aug-14,"2,014",8,10,21,27,14,0,0,0,Summer
09-Aug-14,"2,014",8,9,20,26,14,0,0,0,Summer
08-Aug-14,"2,014",8,8,20,25,14,0,0,0,Summer
07-Aug-14,"2,014",8,7,20,25,16,0,0,0,Summer
06-Aug-14,"2,014",8,6,21,25,16,0,0,0,Summer
05-Aug-14,"2,014",8,5,21,25,17,0,0,0,Summer
04-Aug-14,"2,014",8,4,23,29,17,3,0,3,Summer
03-Aug-14,"2,014",8,3,23,27,18,0,0,0,Summer
02-Aug-14,"2,014",8,2,21,26,16,0,0,0,Summer
01-Aug-14,"2,014",8,1,22,27,17,1,0,1,Summer
31-Aug-13,"2,013",8,31,23,26,21,0,0,0,Summer
30-Aug-13,"2,013",8,30,25,29,20,2,0,2,Summer
29-Aug-13,"2,013",8,29,24,29,20,0,0,0,Summer
28-Aug-13,"2,013",8,28,25,28,21,0,0,0,Summer
27-Aug-13,"2,013",8,27,23,28,19,14,0,14,Summer
26-Aug-13,"2,013",8,26,23,25,21,17,0,17,Summer
25-Aug-13,"2,013",8,25,21,29,14,2,0,2,Summer
24-Aug-13,"2,013",8,24,19,24,14,0,0,0,Summer
23-Aug-13,"2,013",8,23,20,25,15,0,0,0,Summer
22-Aug-13,"2,013",8,22,24,29,19,0,0,0,Summer
21-Aug-13,"2,013",8,21,25,32,19,0,0,0,Summer
20-Aug-13,"2,013",8,20,23,30,17,0,0,0,Summer
19-Aug-13,"2,013",8,19,22,29,15,0,0,0,Summer
18-Aug-13,"2,013",8,18,21,27,15,0,0,0,Summer
17-Aug-13,"2,013",8,17,20,26,14,0,0,0,Summer
16-Aug-13,"2,013",8,16,19,25,13,0,0,0,Summer
15-Aug-13,"2,013",8,15,18,24,11,0,0,0,Summer
14-Aug-13,"2,013",8,14,17,22,12,0,0,0,Summer
13-Aug-13,"2,013",8,13,16,20,12,0,0,0,Summer
12-Aug-13,"2,013",8,12,19,23,14,0,0,0,Summer
11-Aug-13,"2,013",8,11,18,24,12,0,0,0,Summer
10-Aug-13,"2,013",8,10,19,23,14,0,0,0,Summer
09-Aug-13,"2,013",8,9,22,27,18,0,0,0,Summer
08-Aug-13,"2,013",8,8,23,27,19,0,0,0,Summer
07-Aug-13,"2,013",8,7,23,28,19,3,0,3,Summer
06-Aug-13,"2,013",8,6,20,24,16,0,0,0,Summer
05-Aug-13,"2,013",8,5,17,24,11,0,0,0,Summer
04-Aug-13,"2,013",8,4,18,23,12,0,0,0,Summer
03-Aug-13,"2,013",8,3,20,25,15,0,0,0,Summer
02-Aug-13,"2,013",8,2,20,26,14,3,0,3,Summer
01-Aug-13,"2,013",8,1,21,26,16,27,0,27,Summer
01-Aug-12,2012,8,1,21.6,26.9,16.2,52.4,0,52.4,Summer
01-Aug-11,2011,8,1,21.9,27.2,16.6,72.2,0,72.2,Summer
01-Aug-10,2010,8,1,22.4,27.4,17.4,58.6,0,58.6,Summer
01-Aug-09,2009,8,1,20.6,25.5,15.7,144,0,144,Summer
01-Aug-08,2008,8,1,19.7,24.6,14.7,92.6,0,92.6,Summer
01-Aug-07,2007,8,1,22.4,28.1,16.7,20.8,0,20.8,Summer
01-Aug-06,2006,8,1,21.1,26,16.2,40.2,0,40.2,Summer
01-Aug-05,2005,8,1,22.5,27.7,17.3,135.6,0,135.6,Summer
01-Aug-04,2004,8,1,19.5,24.4,14.6,60,0,60,Summer
01-Aug-03,2003,8,1,22.1,27.2,16.9,53.4,0,53.4,Summer
01-Aug-02,2002,8,1,22.6,28.4,16.8,11.6,0,11.6,Summer
01-Aug-01,2001,8,1,23.2,28.8,17.5,34.6,0,34.6,Summer
01-Aug-00,2000,8,1,20.6,25.8,15.4,38,0,38,Summer
01-Aug-99,1999,8,1,20.3,24.9,15.6,59,0,59,Summer
01-Aug-98,1998,8,1,21.7,27.6,15.7,26.8,0,26.8,Summer
01-Aug-97,1997,8,1,19,24.4,13.4,71.8,0,71.8,Summer
01-Aug-96,1996,8,1,20.7,26.3,15.2,48.2,0,48.2,Summer
01-Aug-95,1995,8,1,21.8,27,16.6,135.4,0,135.4,Summer
01-Aug-94,1994,8,1,18.7,24.4,13,60.1,0,60.1,Summer
01-Aug-93,1993,8,1,21.1,27,15.1,39.9,0,39.9,Summer
01-Aug-92,1992,8,1,17.9,23,12.8,154.4,0,154.4,Summer
01-Aug-91,1991,8,1,21.1,26.6,15.5,91.4,0,91.4,Summer
01-Aug-90,1990,8,1,20.3,25.7,14.9,112.6,0,112.6,Summer
01-Aug-89,1989,8,1,19.7,25.4,13.9,39.6,0,39.6,Summer
01-Aug-88,1988,8,1,21.4,27.4,15.3,37.2,0,37.2,Summer
01-Aug-87,1987,8,1,19.6,25.4,13.7,52.3,0,52.3,Summer
01-Aug-86,1986,8,1,18.4,24.4,12.4,146.2,0,146.2,Summer
01-Aug-85,1985,8,1,19.4,25.1,13.6,152.5,0,152.5,Summer
01-Aug-84,1984,8,1,21.1,27.2,14.9,63.8,0,63.8,Summer
01-Aug-83,1983,8,1,21.1,26.9,15.2,112.2,0,112.2,Summer
01-Aug-82,1982,8,1,17.3,23.2,11.4,120.1,0,120.1,Summer
01-Aug-81,1981,8,1,19.4,24.6,14.1,128.5,0,128.5,Summer
01-Aug-80,1980,8,1,21.3,26.7,15.8,37.3,0,37.3,Summer
01-Aug-79,1979,8,1,18.6,24.3,12.8,74.2,0,74.2,Summer
01-Aug-78,1978,8,1,19.7,26.3,13,63.6,0,63.6,Summer
01-Aug-77,1977,8,1,18,23.7,12.3,103.3,0,103.3,Summer
01-Aug-76,1976,8,1,18.6,24.9,12.2,64.8,0,64.8,Summer
01-Aug-75,1975,8,1,19.9,25.9,13.9,109,0,109,Summer
01-Aug-74,1974,8,1,19.7,26.5,12.8,14.5,0,14.5,Summer
01-Aug-73,1973,8,1,21.9,28.1,15.6,29.2,0,29.2,Summer
01-Aug-72,1972,8,1,18.5,24.3,12.6,74.9,0,74.9,Summer
01-Aug-71,1971,8,1,18.8,25.6,12,126,0,126,Summer
01-Aug-70,1970,8,1,19.7,26.1,13.2,113.3,0,113.3,Summer
01-Aug-69,1969,8,1,20.9,27.4,14.3,56.6,0,56.6,Summer
01-Aug-68,1968,8,1,18.7,25,12.4,163.6,0,163.6,Summer
01-Aug-67,1967,8,1,17.9,23.9,11.9,45.7,0,45.7,Summer
01-Aug-66,1966,8,1,19.4,25.7,13.1,70.4,0,70.4,Summer
01-Aug-65,1965,8,1,18.1,24.4,11.7,74.9,0,74.9,Summer
01-Aug-64,1964,8,1,16.8,22.8,10.8,147.6,0,147.6,Summer
01-Aug-63,1963,8,1,18.9,24.9,12.9,57.7,0,57.7,Summer
01-Aug-62,1962,8,1,20.5,26.8,14.2,76.2,0,76.2,Summer
01-Aug-61,1961,8,1,20.6,26.4,14.8,56.1,0,56.1,Summer
01-Aug-60,1960,8,1,20.4,26.5,14.2,39.6,0,39.6,Summer
01-Aug-59,1959,8,1,23.8,29.3,18.3,38.6,0,38.6,Summer
01-Aug-58,1958,8,1,20.2,26.6,13.8,69.1,0,69.1,Summer
01-Aug-57,1957,8,1,19.2,25.3,13,61,0,61,Summer
01-Aug-56,1956,8,1,19.5,24.8,14.2,124.7,0,124.7,Summer
01-Aug-55,1955,8,1,23,28.1,17.8,104.4,0,104.4,Summer
01-Aug-54,1954,8,1,19.2,25.1,13.3,91.2,0,91.2,Summer
01-Aug-53,1953,8,1,20.6,26.8,14.4,102.9,0,102.9,Summer
01-Aug-52,1952,8,1,19.8,26.1,13.5,61,0,61,Summer
01-Aug-51,1951,8,1,19.5,25.6,13.3,52.3,0,52.3,Summer
01-Aug-50,1950,8,1,19.2,25,13.3,85.1,0,85.1,Summer
01-Aug-49,1949,8,1,22,28.6,15.3,133.9,0,133.9,Summer
01-Aug-48,1948,8,1,20.9,27.6,14.2,48.5,0,48.5,Summer
01-Aug-47,1947,8,1,22.5,28.4,16.6,61,0,61,Summer
01-Aug-46,1946,8,1,18.2,24.1,12.3,37.8,0,37.8,Summer
01-Aug-45,1945,8,1,19.9,25.6,14.2,49,0,49,Summer
01-Aug-44,1944,8,1,21.3,27.9,14.7,54.9,0,54.9,Summer
01-Aug-43,1943,8,1,19.9,25.8,13.9,49.3,0,49.3,Summer
01-Aug-42,1942,8,1,19.7,25.7,13.6,28.7,0,28.7,Summer
01-Aug-41,1941,8,1,19.5,25.6,13.4,39.4,0,39.4,Summer
01-Aug-40,1940,8,1,19.4,25.1,13.6,84.1,0,84.1,Summer
01-Aug-39,1939,8,1,21.7,28.7,14.7,51.6,0,51.6,Summer
01-Aug-38,1938,8,1,22.7,29.7,15.6,37.1,0,37.1,Summer
30-Sep-18,"2,018",9,30,11,13,9,10,0,10,Fall
29-Sep-18,"2,018",9,29,12,17,8,0,0,0,Fall
28-Sep-18,"2,018",9,28,17,24,10,3,0,3,Fall
27-Sep-18,"2,018",9,27,13,18,8,0,0,0,Fall
26-Sep-18,"2,018",9,26,18,24,11,0,0,0,Fall
25-Sep-18,"2,018",9,25,19,22,16,6,0,6,Fall
24-Sep-18,"2,018",9,24,15,20,10,2,0,2,Fall
23-Sep-18,"2,018",9,23,13,19,6,0,0,0,Fall
22-Sep-18,"2,018",9,22,13,16,10,0,0,0,Fall
21-Sep-18,"2,018",9,21,22,32,13,0,0,0,Fall
20-Sep-18,"2,018",9,20,17,19,15,0,0,0,Fall
19-Sep-18,"2,018",9,19,18,22,13,0,0,0,Fall
18-Sep-18,"2,018",9,18,22,28,15,0,0,0,Fall
17-Sep-18,"2,018",9,17,24,27,20,0,0,0,Fall
16-Sep-18,"2,018",9,16,24,28,20,0,0,0,Fall
15-Sep-18,"2,018",9,15,24,29,20,0,0,0,Fall
14-Sep-18,"2,018",9,14,24,28,20,0,0,0,Fall
13-Sep-18,"2,018",9,13,21,25,16,0,0,0,Fall
12-Sep-18,"2,018",9,12,18,24,13,0,0,0,Fall
11-Sep-18,"2,018",9,11,18,21,14,0,0,0,Fall
10-Sep-18,"2,018",9,10,14,16,12,26,0,26,Fall
09-Sep-18,"2,018",9,9,,16,,0,0,0,Fall
08-Sep-18,"2,018",9,8,15,17,12,0,0,0,Fall
07-Sep-18,"2,018",9,7,20,25,15,0,0,0,Fall
06-Sep-18,"2,018",9,6,21,26,16,1,0,1,Fall
05-Sep-18,"2,018",9,5,28,34,22,0,0,0,Fall
04-Sep-18,"2,018",9,4,24,28,20,0,0,0,Fall
03-Sep-18,"2,018",9,3,27,32,22,0,0,0,Fall
02-Sep-18,"2,018",9,2,26,30,22,0,0,0,Fall
